codigo;descricao
B189;HEPATITE VIRAL CRONICA NAO ESPECIFICADA
B190;HEPATITE VIRAL, NAO ESPECIFICADA, COM COMA
B199;HEPATITE VIRAL, NAO ESPECIFICADA, SEM COMA
B200;DOENCA PELO HIV RESULTANDO EM INFECCOES MICOBACTERIANAS
B201;DOENCA PELO HIV RESULTANDO EM OUTRAS INFECCOES BACTERIANAS
B202;DOENCA PELO HIV RESULTANDO EM DOENCA CITOMEGALICA
B203;DOENCA PELO HIV RESULTANDO EM OUTRAS INFECCOES VIRAIS
B204;DOENCA PELO HIV RESULTANDO EM CANDIDIASE
B205;DOENCA PELO HIV RESULTANDO EM OUTRAS MICOSES
B206;DOENCA PELO HIV RESULTANDO EM PNEUMONIA POR PNEUMOCYSTIS JIROVECII
B207;DOENCA PELO HIV RESULTANDO EM INFECCOES MULTIPLAS
B208;DOENCA PELO HIV RESULTANDO EM OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS
B209;DOENCA PELO HIV RESULTANDO EM DOENCA INFECCIOSA OU PARASITARIA NAO ESPECIFICADA
B210;DOENCA PELO HIV RESULTANDO EM SARCOMA DE KAPOSI
B211;DOENCA PELO HIV RESULTANDO EM LINFOMA DE BURKITT
B212;DOENCA PELO HIV RESULTANDO EM OUTROS TIPOS DE LINFOMA NAO-HODGKIN
B213;DOENCA PELO HIV RESULTANDO EM OUTRAS NEOPLASIAS MALIGNAS DOS TECIDOS LINFATICO, HEMATOPOETICO E CORRELATOS
B217;DOENCA PELO HIV RESULTANDO EM MULTIPLAS NEOPLASIAS MALIGNAS
B218;DOENCA PELO HIV RESULTANDO EM OUTRAS NEOPLASIAS MALIGNAS
B219;DOENCA PELO HIV RESULTANDO EM NEOPLASIA MALIGNA NAO ESPECIFICADA
B220;DOENCA PELO HIV RESULTANDO EM ENCEFALOPATIA
B221;DOENCA PELO HIV RESULTANDO EM PNEUMONITE INTERSTICIAL LINFATICA
B222;DOENCA PELO HIV RESULTANDO EM SINDROME DE EMACIACAO
B227;DOENCA PELO HIV RESULTANDO EM DOENCAS MULTIPLAS CLASSIFICADAS EM OUTRA PARTE
B230;SINDROME DE INFECCAO AGUDA PELO HIV
B231;DOENCA PELO HIV RESULTANDO EM LINFADENOPATIAS GENERALIZADAS (PERSISTENTES)
B232;DOENCA PELO HIV RESULTANDO EM ANOMALIAS HEMATOLOGICAS E IMUNOLOGICAS NAO CLASSIFICADAS EM OUTRA PARTE
B238;DOENCA PELO HIV RESULTANDO EM OUTRA AFECCOES ESPECIFICADAS
B24;DOENCA PELO VIRUS DA IMUNODEFICIENCIA HUMANA [HIV] NAO ESPECIFICADA
B250;PNEUMONITE POR CITOMEGALOVIRUS 
B251;HEPATITE POR CITOMEGALOVIRUS
B252;PANCREATITE POR CITOMEGALOVIRUS
B258;OUTRAS DOENCAS POR CITOMEGALOVIRUS
B259;DOENCA NAO ESPECIFICADA POR CITOMEGALOVIRUS
B260;ORQUITE POR CAXUMBA [PAROTIDITE EPIDEMICA]
B261;MENINGITE POR CAXUMBA [PAROTIDITE EPIDEMICA]
B262;ENCEFALITE POR CAXUMBA [PAROTIDITE EPIDEMICA]
B263;PANCREATITE POR CAXUMBA [PAROTIDITE EPIDEMICA]
B268;CAXUMBA [PAROTIDITE EPIDEMICA] COM OUTRAS COMPLICACOES
B269;CAXUMBA [PAROTIDITE EPIDEMICA] SEM COMPLICACOES
B270;MONONUCLEOSE PELO VIRUS HERPES GAMA
B271;MONONUCLEOSE POR CITOMEGALOVIRUS
B278;OUTRAS MONONUCLEOSES INFECCIOSAS
B279;MONONUCLEOSE INFECCIOSA NAO ESPECIFICADA
B300;CERATOCONJUNTIVITE DEVIDA A ADENOVIRUS
B301;CONJUNTIVITE DEVIDA A ADENOVIRUS
B302;FARINGOCONJUNTIVITE VIRAL
B303;CONJUNTIVITE HEMORRAGICA AGUDA ENDEMICA (POR ENTEROVIRUS)
B308;OUTRAS CONJUNTIVITES VIRAIS
B309;CONJUNTIVITE VIRAL NAO ESPECIFICADA
B330;MIALGIA EPIDEMICA
B331;DOENCA DE ROSS RIVER
B332;CARDITE VIRAL
B333;INFECCAO POR RETROVIRUS NAO CLASSIFICADA EM OUTRA PARTE
B334;SINDROME (CARDIO-)PULMONAR POR HANTAVIRUS [SPH] [SCPH]
B338;OUTRAS DOENCAS ESPECIFICADAS POR VIRUS
B340;INFECCAO POR ADENOVIRUS DE LOCALIZACAO NAO ESPECIFICADA
B341;INFECCAO POR ENTEROVIRUS DE LOCALIZACAO NAO ESPECIFICADA
B342;INFECCAO POR CORONAVIRUS DE LOCALIZACAO NAO ESPECIFICADA
B343;INFECCAO POR PARVOVIRUS DE LOCALIZACAO NAO ESPECIFICADA
B344;INFECCAO POR PAPOVAVIRUS DE LOCALIZACAO NAO ESPECIFICADA
B348;OUTRAS INFECCOES POR VIRUS DE LOCALIZACAO NAO ESPECIFICADA
B349;INFECCAO VIRAL NAO ESPECIFICADA
B350;TINHA DA BARBA E DO COURO CABELUDO
B351;TINHA DAS UNHAS
B352;TINHA DA MAO
B353;TINHA DOS PES
B354;TINHA DO CORPO
B355;TINHA IMBRICADA
B356;TINEA CRURIS
B358;OUTRAS DERMATOFITOSES
B359;DERMATOFITOSE NAO ESPECIFICADA
B360;PITIRIASE VERSICOLOR
B361;TINHA NEGRA
B362;PIEDRA BRANCA
B363;PIEDRA NEGRA
B368;OUTRAS MICOSES SUPERFICIAIS ESPECIFICADAS
B369;MICOSE SUPERFICIAL NAO ESPECIFICADA
B370;ESTOMATITE POR CANDIDA
B371;CANDIDIASE PULMONAR
B372;CANDIDIASE DA PELE E DAS UNHAS
B373;CANDIDIASE DA VULVA E DA VAGINA
B374;CANDIDIASE DE OUTRAS LOCALIZACOES UROGENITAIS
B375;MENINGITE POR CANDIDA
B376;ENDOCARDITE POR CANDIDA
B377;SEPTICEMIA POR CANDIDA
B378;CANDIDIASE DE OUTRAS LOCALIZACOES
B379;CANDIDIASE NAO ESPECIFICADA
B380;COCCIDIOIDOMICOSE PULMONAR AGUDA
B381;COCCIDIOIDOMICOSE PULMONAR CRONICA
B382;COCCIDIOIDOMICOSE PULMONAR NAO ESPECIFICADA
B383;COCCIDIOIDOMICOSE CUTANEA
B384;MENINGITE POR COCCIDIOIDOMICOSE
B387;COCCIDIOIDOMICOSE DISSEMINADA
B388;OUTRAS FORMAS DE COCCIDIOIDOMICOSE
B389;COCCIDIOIDOMICOSE NAO ESPECIFICADA
B390;HISTOPLASMOSE PULMONAR AGUDA POR HISTOPLASMA CAPSULATUM
B391;HISTOPLASMOSE PULMONAR CRONICA POR HISTOPLASMA CAPSULATUM
B392;HISTOPLASMOSE PULMONAR NAO ESPECIFICADA POR HISTOPLASMA CAPSULATUM
B393;HISTOPLASMOSE DISSEMINADA POR HISTOPLASMA CAPSULATUM
B394;HISTOPLASMOSE NAO ESPECIFICADA POR HISTOPLASMA CAPSULATUM
B395;HISTOPLASMOSE POR HISTOPLASMA DUBOISII
B399;HISTOPLASMOSE NAO ESPECIFICADA
B400;BLASTOMICOSE PULMONAR AGUDA
B401;BLASTOMICOSE PULMONAR CRONICA
B402;BLASTOMICOSE PULMONAR NAO ESPECIFICADA
B403;BLASTOMICOSE CUTANEA
B407;BLASTOMICOSE DISSEMINADA
B408;OUTRAS FORMAS DE BLASTOMICOSE
B409;BLASTOMICOSE NAO ESPECIFICADA
B410;PARACOCCIDIOIDOMICOSE PULMONAR
B417;PARACOCCIDIOIDOMICOSE DISSEMINADA
B418;OUTRAS FORMAS DE PARACOCCIDIOIDOMICOSE
B419;PARACOCCIDIOIDOMICOSE NAO ESPECIFICADA
B420;ESPOROTRICOSE PULMONAR
B421;ESPOROTRICOSE LINFOCUTANEA
B427;ESPOROTRICOSE DISSEMINADA
B428;OUTRAS FORMAS DE ESPOROTRICOSE
B429;ESPOROTRICOSE NAO ESPECIFICADA
B430;CROMOMICOSE CUTANEA
B431;ABSCESSO CEREBRAL FEOMICOTICO
B432;ABSCESSO E CISTO FEOMICOTICO SUBCUTANEOS
B438;OUTRAS FORMAS DE CROMOMICOSE
B439;CROMOMICOSE NAO ESPECIFICADA
B440;ASPERGILOSE PULMONAR INVASIVA
B441;OUTRAS ASPERGILOSES PULMONARES
B442;ASPERGILOSE AMIGDALIANA
B447;ASPERGILOSE DISSEMINADA
B448;OUTRAS FORMAS DE ASPERGILOSE
B449;ASPERGILOSE NAO ESPECIFICADA
B450;CRIPTOCOCOSE PULMONAR
B451;CRIPTOCOCOSE CEREBRAL
B452;CRIPTOCOCOSE CUTANEA
B453;CRIPTOCOCOSE OSSEA
B457;CRIPTOCOCOSE DISSEMINADA
B458;OUTRAS FORMAS DE CRIPTOCOCOSE
B459;CRIPTOCOCOSE NAO ESPECIFICADA
B460;MUCORMICOSE PULMONAR
B461;MUCORMICOSE RINOCEREBRAL
B462;MUCORMICOSE GASTROINTESTINAL
B463;MUCORMICOSE CUTANEA
B464;MUCORMICOSE DISSEMINADA
B465;MUCORMICOSE NAO ESPECIFICADA
B468;OUTRAS ZIGOMICOSES
B469;ZIGOMICOSE NAO ESPECIFICADA
B470;EUMICETOMA
B471;ACTINOMICETOMA
B479;MICETOMA NAO ESPECIFICADO
B480;LOBOMICOSE
B481;RINOSPORIDIOSE
B482;ALESQUERIOSE
B483;GEOTRICOSE
B484;PENICILOSE
B487;MICOSES OPORTUNISTAS
B488;OUTRAS MICOSES ESPECIFICADAS
B49;MICOSE NAO ESPECIFICADA
B500;MALARIA POR PLASMODIUM FALCIPARUM COM COMPLICACOES CEREBRAIS
B508;OUTRAS FORMAS GRAVES E COMPLICADAS DE MALARIA POR PLASMODIUM FALCIPARUM
B509;MALARIA NAO ESPECIFICADA POR PLASMODIUM FALCIPARUM
B510;MALARIA POR PLASMODIUM VIVAX COM ROTURA DO BACO
B518;MALARIA POR PLASMODIUM VIVAX COM OUTRAS COMPLICACOES
B519;MALARIA POR PLASMODIUM VIVAX SEM COMPLICACOES
B520;MALARIA POR PLASMODIUM MALARIAE COM NEFROPATIA
B528;MALARIA POR PLASMODIUM MALARIAE COM OUTRAS COMPLICACOES
B529;MALARIA POR PLASMODIUM MALARIAE SEM COMPLICACOES
B530;MALARIA POR PLASMODIUM OVALE
B531;MALARIA POR PLASMODIOS DE MACACOS
B538;OUTRAS FORMAS DE MALARIAS COM CONFIRMACAO PARASITOLOGICA, NAO CLASSIFICADAS EM OUTRA PARTE
B54;MALARIA NAO ESPECIFICADA
B550;LEISHMANIOSE VISCERAL
B551;LEISHMANIOSE CUTANEA
B552;LEISHMANIOSE CUTANEO-MUCOSA
B559;LEISHMANIOSE NAO ESPECIFICADA
B560;TRIPANOSSOMIASE POR TRYPANOSOMA GAMBIENSE
B561;TRIPANOSSOMIASE POR TRYPANOSOMA RHODESIENSE
B569;TRIPANOSSOMIASE AFRICANA NAO ESPECIFICADA
B570;FORMA AGUDA DA DOENCA DE CHAGAS, COM COMPROMETIMENTO CARDIACO
B571;FORMA AGUDA DA DOENCA DE CHAGAS, SEM COMPROMETIMENTO CARDIACO
B572;DOENCA DE CHAGAS (CRONICA) COM COMPROMETIMENTO CARDIACO
B573;DOENCA DE CHAGAS (CRONICA) COM COMPROMETIMENTO DO APARELHO DIGESTIVO
B574;DOENCA DE CHAGAS (CRONICA) COM COMPROMETIMENTO DO SISTEMA NERVOSO
B575;DOENCA DE CHAGAS (CRONICA) COM COMPROMETIMENTO DE OUTROS ORGAOS
B580;OCULOPATIA POR TOXOPLASMA
B581;HEPATITE POR TOXOPLASMA
B582;MENINGOENCEFALITE POR TOXOPLASMA
B583;TOXOPLASMOSE PULMONAR
B588;TOXOPLASMOSE COM COMPROMETIMENTO DE OUTROS ORGAOS
B589;TOXOPLASMOSE NAO ESPECIFICADA
B59;PNEUMOCISTOSE
B600;BABESIOSE
B601;ACANTAMEBIASE
B602;NAEGLERIASE
B608;OUTRAS DOENCAS ESPECIFICADAS DEVIDAS A PROTOZOARIOS
B64;DOENCA NAO ESPECIFICADA DEVIDA A PROTOZOARIOS
B650;ESQUISTOSSOMOSE DEVIDA AO SCHISTOSOMA HAEMATOBIUM [ESQUISTOSSOMOSE URINARIA]
B651;ESQUISTOSSOMOSE DEVIDA AO SCHISTOSOMA MANSONI [ESQUISTOSSOMOSE INTESTINAL]
B652;ESQUISTOSSOMOSE DEVIDA AO SCHISTOSOMA JAPONICUM
B653;DERMATITE POR CERCARIAS
B658;OUTRAS ESQUISTOSSOMOSES
B659;ESQUISTOSSOMOSE NAO ESPECIFICADA
B660;OPISTORQUIASE
B661;CLONORQUIASE
B662;DICROCELIASE
B663;FASCIOLIASE
B664;PARAGONIMIASE
B665;FASCIOLOPSIASE
B668;OUTRAS INFESTACOES POR TREMATODEOS ESPECIFICADOS
B669;INFECCAO NAO ESPECIFICADA POR TREMATODEO
B670;INFESTACAO HEPATICA POR ECHINOCOCCUS GRANULOSUS
B671;INFESTACAO PULMONAR POR ECHINOCOCCUS GRANULOSUS
B672;INFESTACAO OSSEA POR ECHINOCOCCUS GRANULOSUS
B673;INFESTACOES POR ECHINMOCOCCUS GRANULOSUS, OUTRAS E DE LOCALIZACOES MULTIPLAS
B674;INFESTACAO NAO ESPECIFICADA POR ECHINOCOCCUS GRANULOSUS
B675;INFESTACAO HEPATICA POR ECHINOCOCCUS MULTILOCULARIS
B676;INFECCOES POR ECHINOCOCCUS MULTILOCULARIS, OUTRAS E DE LOCALIZACOES MULTIPLAS
B677;INFESTACAO NAO ESPECIFICADA POR ECHINOCOCCUS MULTILOCULARIS
B678;INFESTACAO HEPATICA NAO ESPECIFICADA, POR ECHINOCOCCUS
B679;INFESTACOES POR ECHINOCOCCUS, OUTRAS E AS NAO ESPECIFICADAS
B680;INFESTACAO POR TAENIA SOLIUM
B681;INFESTACAO POR TAENIA SAGINATA
B689;INFESTACAO NAO ESPECIFICADA POR TAENIA
B690;CISTICERCOSE DO SISTEMA NERVOSO CENTRAL
B691;CISTICERCOSE DO OLHO
B698;CISTICERCOSE DE OUTRAS LOCALIZACOES
B699;CISTICERCOSE NAO ESPECIFICADA
B700;DIFILOBOTRIASE
B701;ESPARGANOSE
B710;INFESTACAO POR HYMENOLEPIS
B711;INFESTACAO POR DIPYLIDIUM
B718;OUTRAS INFESTACOES ESPECIFICADAS POR CESTOIDES
B719;INFESTACAO NAO ESPECIFICADA POR CESTOIDES
B72;DRACONTIASE
B73;ONCOCERCOSE
B740;FILARIOSE POR WUCHERERIA BANCROFTI
B741;FILARIOSE POR BRUGIA MALAYI
B742;FILARIOSE POR BRUGIA TIMORI
B743;LOAIASE
B744;MANSONELOSE
B748;OUTRAS FILARIOSES
B749;FILARIOSE NAO ESPECIFICADA
B75;TRIQUINOSE
B760;ANCILOSTOMOSE
B761;NECATORIASE
B768;OUTRAS ANCILOSTOMIASES
B769;ANCILOSTOMIASE NAO ESPECIFICADA
B770;ASCARIDIASE COM COMPLICACOES INTESTINAIS
B778;ASCARIDIASE COM OUTRAS COMPLICACOES
B779;ASCARIDIASE NAO ESPECIFICADA
B780;ESTRONGILOIDIASE INTESTINAL
B781;ESTRONGILOIDIASE CUTANEA
B787;ESTRONGILOIDIASE DISSEMINADA
B789;ESTRONGILOIDIASE NAO ESPECIFICADA
B79;TRICURIASE
B80;OXIURIASE
B810;ANISAQUIASE
B811;CAPILARIASE INTESTINAL
B812;TRICOSTRONGILOSE
B813;ANGIOSTRONGILIASE INTESTINAL
B814;HELMINTIASES INTESTINAIS MISTAS
B818;OUTRAS HELMINTIASES INTESTINAIS ESPECIFICADAS
B820;HELMINTIASE INTESTINAL NAO ESPECIFICADA
B829;PARASITOSE INTESTINAL NAO ESPECIFICADA
B830;LARVA MIGRANS VISCERAL
B831;GNATOSTOMIASE
B832;ANGROSTRONGILIASE DEVIDA A PARASTRONGYLUS CANTONENSIS
B833;SINGAMOSE
B834;HIRUDINIASE INTERNA
B838;OUTRAS HELMINTIASES ESPECIFICADAS
B839;HELMINTIASE NAO ESPECIFICADA
B850;PEDICULOSE DEVIDA A PEDICULUS HUMANUS CAPITIS
B851;PEDICULOSE DEVIDA A PEDICULUS HUMANUS CORPORIS
B852;PEDICULOSE NAO ESPECIFICADA
B853;FTIRIASE
B854;PEDICULOSE E FTIRIASE MISTA
B86;ESCABIOSE [SARNA]
B870;MIIASE CUTANEA
B871;MIIASE DAS FERIDAS
B872;MIIASE OCULAR
B873;MIIASE NASOFARINGEA
B874;MIIASE AURICULAR
B878;MIIASE DE OUTRAS LOCALIZACOES
B879;MIIASE NAO ESPECIFICADA
B880;OUTRAS ACARIASES
B881;TUNGIASE [INFESTACAO PELA PULGA DA AREIA]
B882;OUTRAS INFESTACOES POR ARTROPODOS
B883;HIRUDINIASE EXTERNA
B888;OUTRAS INFESTACOES ESPECIFICADAS
B889;INFESTACAO NAO ESPECIFICADA
B89;DOENCA PARASITARIA NAO ESPECIFICADA
B900;SEQUELAS DE TUBERCULOSE DO SISTEMA NERVOSO CENTRAL
B901;SEQUELAS DE TUBERCULOSE GENITURINARIA
B902;SEQUELAS DE TUBERCULOSE OSSEA E DAS ARTICULACOES
B908;SEQUELAS DE TUBERCULOSE DE OUTROS ORGAOS
B909;SEQUELAS DE TUBERCULOSE DAS VIAS RESPIRATORIAS E DE ORGAOS NAO ESPECIFICADOS
B91;SEQUELAS DE POLIOMIELITE
B92;SEQUELAS DE HANSENIASE [LEPRA]
B940;SEQUELAS DE TRACOMA
B941;SEQUELAS DE ENCEFALITE VIRAL
B942;SEQUELAS DE HEPATITE VIRAL
B948;SEQUELAS DE OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS ESPECIFICADAS
B949;SEQUELAS DE DOENCA INFECCIOSA OU PARASITARIA NAO ESPECIFICADA
B950;ESTREPTOCOCO DO GRUPO A, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B951;ESTREPTOCOCO DO GRUPO B, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B952;ESTREPTOCOCO DO GRUPO D, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B953;STREPTOCOCCUS PNEUMONIAE, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B954;OUTROS ESTREPTOCOCOS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B955;ESTREPTOCOCO NAO ESPECIFICADO, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B956;STAPHYLOCOCCUS AUREUS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B957;OUTROS ESTAFILOCOCOS COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B958;ESTAFILOCOCO NAO ESPECIFICADO, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B960;MYCOPLASMA PNEUMONIAE [M. PNEUMONIAE], COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B961;KLEBSIELLA PNEUMONIAE [M. PNEUMONIAE], COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B962;ESCHERICHIA COLI [E. COLI], COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B963;HAEMOPHILUS INFLUENZAE [H. INFLUENZAE], COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B964;PROTEUS (MIRABILIS) (MORGANII), COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B965;PSEUDOMONAS (AERUGINOSA) (MALLEI) (PSEUDOMALLEI), COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B966;BACILLUS FRAGILIS [B. FRAGILIS], COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B967;CLOSTRIDIUM PERFRINGENS [C. PERFRINGENS], COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B968;OUTROS AGENTES BACTERIANOS ESPECIFICADOS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B970;ADENOVIRUS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B971;ENTEROVIRUS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B972;CORONAVIRUS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B973;RETROVIRUS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B974;VIRUS SINCICIAL RESPIRATORIO, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B975;REOVIRUS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B976;PARVOVIRUS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B977;PAPILOMAVIRUS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B978;OUTROS AGENTES VIRAIS, COMO CAUSA DE DOENCAS CLASSIFICADAS EM OUTROS CAPITULOS
B99;DOENCAS INFECCIOSAS, OUTRAS E AS NAO ESPECIFICADAS
C000;NEOPLASIA MALIGNA DO LABIO SUPERIOR EXTERNO
C001;NEOPLASIA MALIGNA DO LABIO INFERIOR EXTERNO
C002;NEOPLASIA MALIGNA DO LABIO EXTERNO, NAO ESPECIFICADO
C003;NEOPLASIA MALIGNA DO LABIO SUPERIOR, FACE INTERNA
C004;NEOPLASIA MALIGNA DO LABIO INFERIOR, FACE INTERNA
C005;NEOPLASIA MALIGNA DO LABIO, SEM ESPECIFICACAO, FACE INTERNA
C006;NEOPLASIA MALIGNA DA COMISSURA LABIAL
C008;NEOPLASIA MALIGNA DO LABIO COM LESAO INVASIVA
C009;NEOPLASIA MALIGNA DO LABIO, NAO ESPECIFICADO
C01;NEOPLASIA MALIGNA DA BASE DA LINGUA
C020;NEOPLASIA MALIGNA DA FACE DORSAL DA LINGUA
C021;NEOPLASIA MALIGNA DA BORDA DA LINGUA
C022;NEOPLASIA MALIGNA DA FACE VENTRAL DA LINGUA
C023;NEOPLASIA MALIGNA DE DOIS TERCOS ANTERIORES DA LINGUA, PARTE NAO ESPECIFICADA
C024;NEOPLASIA MALIGNA DA AMIGDALA LINGUAL
C028;NEOPLASIA MALIGNA DA LINGUA COM LESAO INVASIVA
C029;NEOPLASIA MALIGNA DA LINGUA, NAO ESPECIFICADA
C030;NEOPLASIA MALIGNA DA GENGIVA SUPERIOR
C031;NEOPLASIA MALIGNA DA GENGIVA INFERIOR
C039;NEOPLASIA MALIGNA DA GENGIVA, NAO ESPECIFICADA
C040;NEOPLASIA MALIGNA DO ASSOALHO ANTERIOR DA BOCA
C041;NEOPLASIA MALIGNA DO ASSOALHO LATERAL DA BOCA
C048;NEOPLASIA MALIGNA DO ASSOALHO DA BOCA COM LESAO INVASIVA
C049;NEOPLASIA MALIGNA DO ASSOALHO DA BOCA, NAO ESPECIFICADO
C050;NEOPLASIA MALIGNA DO PALATO DURO
C051;NEOPLASIA MALIGNA DO PALATO MOLE
C052;NEOPLASIA MALIGNA DA UVULA
C058;NEOPLASIA MALIGNA DO PALATO COM LESAO INVASIVA
C059;NEOPLASIA MALIGNA DO PALATO, NAO ESPECIFICADO
C060;NEOPLASIA MALIGNA DA MUCOSA ORAL
C061;NEOPLASIA MALIGNA DO VESTIBULO DA BOCA
C062;NEOPLASIA MALIGNA DA AREA RETROMOLAR
C068;NEOPLASIA MALIGNA DE OUTRAS PARTES E DE PARTES NAO ESPECIFICADAS DA BOCA COM LESAO INVASIVA
C069;NEOPLASIA MALIGNA DA BOCA, NAO ESPECIFICADA
C07;NEOPLASIA MALIGNA DA GLANDULA PAROTIDA
C080;NEOPLASIA MALIGNA DA GLANDULA SUBMANDIBULAR
C081;NEOPLASIA MALIGNA DA GLANDULA SUBLINGUAL
C088;NEOPLASIA MALIGNA DAS GLANDULAS SALIVARES MAIORES COM LESAO INVASIVA
C089;NEOPLASIA MALIGNA DA GLANDULA SALIVAR MAIOR, NAO ESPECIFICADA
C090;NEOPLASIA MALIGNA DA FOSSA AMIGDALIANA
C091;NEOPLASIA MALIGNA DO PILAR AMIGDALIANO (ANTERIOR) (POSTERIOR)
C098;NEOPLASIA MALIGNA DA AMIGDALA COM LESAO INVASIVA
C099;NEOPLASIA MALIGNA DA AMIGDALA, NAO ESPECIFICADA
C100;NEOPLASIA MALIGNA DA VALECULA
C101;NEOPLASIA MALIGNA DA FACE ANTERIOR DA EPIGLOTE
C102;NEOPLASIA MALIGNA DA PAREDE LATERAL DA OROFARINGE
C103;NEOPLASIA MALIGNA DA PAREDE POSTERIOR DA OROFARINGE
C104;NEOPLASIA MALIGNA DA FENDA BRANQUIAL
C108;NEOPLASIA MALIGNA DA OROFARINGE COM LESAO INVASIVA
C109;NEOPLASIA MALIGNA DA OROFARINGE, NAO ESPECIFICADA
C110;NEOPLASIA MALIGNA DA PAREDE SUPERIOR DA NASOFARINGE
C111;NEOPLASIA MALIGNA DA PAREDE POSTERIOR DA NASOFARINGE
C112;NEOPLASIA MALIGNA DA PAREDE LATERAL DA NASOFARINGE
C113;NEOPLASIA MALIGNA DA PAREDE ANTERIOR DA NASOFARINGE
C118;NEOPLASIA MALIGNA DA NASOFARINGE COM LESAO INVASIVA
C119;NEOPLASIA MALIGNA DA NASOFARINGE, NAO ESPECIFICADA
C12;NEOPLASIA MALIGNA DO SEIO PIRIFORME
C130;NEOPLASIA MALIGNA DA REGIAO POS-CRICOIDEA
C131;NEOPLASIA MALIGNA DA PREGA ARIEPIGLOTICA, FACE HIPOFARINGEA
C132;NEOPLASIA MALIGNA DA PAREDE POSTERIOR DA HIPOFARINGE
C138;NEOPLASIA MALIGNA DA HIPOFARINGE COM LESAO INVASIVA
C139;NEOPLASIA MALIGNA DA HIPOFARINGE, NAO ESPECIFICADA
C140;NEOPLASIA MALIGNA DA FARINGE, NAO ESPECIFICADA
C142;NEOPLASIA MALIGNA DO ANEL DE WALDEYER
C148;NEOPLASIA MALIGNA DO LABIO, CAVIDADE ORAL E FARINGE COM LESAO INVASIVA
C150;NEOPLASIA MALIGNA DA PORCAO CERVICAL DO ESOFAGO (ESOFAGO CERVICAL)
C151;NEOPLASIA MALIGNA DA PORCAO TORACICA DO ESOFAGO (ESOFAGO TORACICO)
C152;NEOPLASIA MALIGNA DA PORCAO ABDOMINAL DO ESOFAGO (ESOFAGO ABDOMINAL)
C153;NEOPLASIA MALIGNA DO TERCO SUPERIOR DO ESOFAGO
C154;NEOPLASIA MALIGNA DO TERCO MEDIO DO ESOFAGO
C155;NEOPLASIA MALIGNA DO TERCO INFERIOR DO ESOFAGO
C158;NEOPLASIA MALIGNA DO ESOFAGO COM LESAO INVASIVA
C159;NEOPLASIA MALIGNA DO ESOFAGO, NAO ESPECIFICADO
C160;NEOPLASIA MALIGNA DA CARDIA
C161;NEOPLASIA MALIGNA DO FUNDO DO ESTOMAGO
C162;NEOPLASIA MALIGNA DO CORPO DO ESTOMAGO
C163;NEOPLASIA MALIGNA DO ANTRO PILORICO
C164;NEOPLASIA MALIGNA DO PILORO
C165;NEOPLASIA MALIGNA DA PEQUENA CURVATURA DO ESTOMAGO, NAO ESPECIFICADA
C166;NEOPLASIA MALIGNA DA GRANDE CURVATURA DO ESTOMAGO, NAO ESPECIFICADA
C168;NEOPLASIA MALIGNA DO ESTOMAGO COM LESAO INVASIVA
C169;NEOPLASIA MALIGNA DO ESTOMAGO, NAO ESPECIFICADO
C170;NEOPLASIA MALIGNA DO DUODENO
C171;NEOPLASIA MALIGNA DO JEJUNO
